SETORES;ÓRGÃO;FUNÇÃO;PROJETO;MUNICÍPIO;MUNICÍPIOS BENEFICIADOS;VALOR TOTAL DO PROJETO;ORÇAMENTO DISPONIBILIZADO;VALOR EMPENHADO;VALOR LIQUIDADO;VALOR PAGO;SALDO;DATA DO REPASSE;EXECUÇÃO FÍSICA;EXECUÇÃO FINANCEIRA;NÚMERO DA FONTE;STATUS;OBSERVAÇÃO
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;BOA VENTURA DE SAO ROQUE;BOA VENTURA DE SAO ROQUE;5.000.000,00;;  ;  ;;R$ 5.000.000,00;09/05/2024;46.87%;46.87%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;BOM SUCESSO DO SUL;BOM SUCESSO DO SUL;2.016.236,00;;  ;  ;;R$ 2.016.236,00;27/11/2024;99.27%;99.27%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;CAFEARA;CAFEARA;405.000,00;;  ;  ;;R$ 405.000,00;11/11/2024;71.85%;71.85%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;CAFEARA;CAFEARA;2.425.696,00;;  ;  ;;R$ 2.425.696,00;10/03/2025;38.61%;38.61%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;CAMPINA DO SIMAO;CAMPINA DO SIMAO;5.000.000,00;;  ;  ;;R$ 5.000.000,00;19/05/2025;14.27%;14.27%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;CAMPO BONITO;CAMPO BONITO;4.338.400,00;;  ;  ;;R$ 4.338.400,00;08/01/2025;86.03%;86.03%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;CORUMBATAI DO SUL;CORUMBATAI DO SUL;295.000,00;;  ;  ;;R$ 295.000,00;26/04/2024;78.14%;78.14%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;CORUMBATAI DO SUL;CORUMBATAI DO SUL;5.000.000,00;;  ;  ;;R$ 5.000.000,00;26/07/2024;18.51%;18.51%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;CRUZEIRO DO IGUACU;CRUZEIRO DO IGUACU;5.000.000,00;;  ;  ;;R$ 5.000.000,00;16/04/2025;25.10%;25.10%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;CRUZEIRO DO SUL;CRUZEIRO DO SUL;649.000,00;;  ;  ;;R$ 649.000,00;04/07/2024;87.58%;87.58%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;CRUZMALTINA;CRUZMALTINA;403.000,00;;  ;  ;;R$ 403.000,00;30/04/2025;11.97%;11.97%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;CRUZMALTINA;CRUZMALTINA;5.000.000,00;;  ;  ;;R$ 5.000.000,00;19/11/2024;57.45%;57.45%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;DIAMANTE DO NORTE;DIAMANTE DO NORTE;851.000,00;;  ;  ;;R$ 851.000,00;09/08/2024;13.63%;13.63%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;DIAMANTE DO NORTE;DIAMANTE DO NORTE;5.000.000,00;;  ;  ;;R$ 5.000.000,00;30/09/2024;98.71%;98.71%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;DIAMANTE DO OESTE;DIAMANTE DO OESTE;514.000,00;;  ;  ;;R$ 514.000,00;10/06/2024;93.98%;93.98%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;DOUTOR ULYSSES;DOUTOR ULYSSES;473.000,00;;  ;  ;;R$ 473.000,00;;0.00%;0.00%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;DOUTOR ULYSSES;DOUTOR ULYSSES;5.000.000,00;;  ;  ;;R$ 5.000.000,00;18/11/2024;7.98%;7.98%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;ENEAS MARQUES;ENEAS MARQUES;161.000,00;;  ;  ;;R$ 161.000,00;25/03/2024;47.83%;47.83%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;FERNANDES PINHEIRO;FERNANDES PINHEIRO;221.000,00;;  ;  ;;R$ 221.000,00;18/10/2024;63.71%;63.71%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;FERNANDES PINHEIRO;FERNANDES PINHEIRO;5.000.000,00;;  ;  ;;R$ 5.000.000,00;31/10/2024;7.56%;7.56%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;FLOR DA SERRA DO SUL;FLOR DA SERRA DO SUL;5.000.000,00;;  ;  ;;R$ 5.000.000,00;05/02/2025;88.97%;88.97%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;FLORESTA;FLORESTA;1.625.000,00;;  ;  ;;R$ 1.625.000,00;25/11/2024;25.72%;25.72%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;FLORESTA;FLORESTA;353.600,00;;  ;  ;;R$ 353.600,00;20/08/2024;100.00%;100.00%;500;Concluído;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;FLORIDA;FLORIDA;3.755.162,35;;  ;  ;;R$ 3.755.162,35;05/09/2024;85.86%;85.86%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;FOZ DO JORDAO;FOZ DO JORDAO;5.000.000,00;;  ;  ;;R$ 5.000.000,00;05/02/2025;57.95%;57.95%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;GRANDES RIOS;GRANDES RIOS;703.000,00;;  ;  ;;R$ 703.000,00;30/07/2024;69.56%;69.56%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;GUAPIRAMA;GUAPIRAMA;544.000,00;;  ;  ;;R$ 544.000,00;10/07/2024;91.91%;91.91%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;GUAPOREMA;GUAPOREMA;279.000,00;;  ;  ;;R$ 279.000,00;26/09/2024;67.03%;67.03%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;GUAPOREMA;GUAPOREMA;5.000.000,00;;  ;  ;;R$ 5.000.000,00;14/03/2025;70.43%;70.43%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;IBEMA;IBEMA;5.000.000,00;;  ;  ;;R$ 5.000.000,00;31/03/2025;82.84%;82.84%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;INDIANOPOLIS;INDIANOPOLIS;646.000,00;;  ;  ;;R$ 646.000,00;27/11/2024;46.90%;46.90%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;INDIANOPOLIS;INDIANOPOLIS;4.920.206,03;;  ;  ;;R$ 4.920.206,03;22/11/2024;9.71%;9.71%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;ITAGUAJE;ITAGUAJE;4.987.892,03;;  ;  ;;R$ 4.987.892,03;14/06/2024;0.91%;0.91%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;ITAUNA DO SUL;ITAUNA DO SUL;372.000,00;;  ;  ;;R$ 372.000,00;12/03/2025;24.60%;24.60%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;ITAUNA DO SUL;ITAUNA DO SUL;5.000.000,00;;  ;  ;;R$ 5.000.000,00;29/05/2024;100.00%;100.00%;500;Concluído;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;IVATUBA;IVATUBA;452.000,00;;  ;  ;;R$ 452.000,00;25/03/2024;80.73%;80.73%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;IVATUBA;IVATUBA;5.000.000,00;;  ;  ;;R$ 5.000.000,00;21/11/2024;16.04%;16.04%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;JABOTI;JABOTI;664.000,00;;  ;  ;;R$ 664.000,00;21/06/2024;73.14%;73.14%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;JANIOPOLIS;JANIOPOLIS;1.095.000,00;;  ;  ;;R$ 1.095.000,00;11/11/2024;68.27%;68.27%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;JAPIRA;JAPIRA;5.000.000,00;;  ;  ;;R$ 5.000.000,00;25/10/2024;17.72%;17.72%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;JUNDIAI DO SUL;JUNDIAI DO SUL;5.000.000,00;;  ;  ;;R$ 5.000.000,00;21/11/2024;86.79%;86.79%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;JUNDIAI DO SUL;JUNDIAI DO SUL;426.000,00;;  ;  ;;R$ 426.000,00;10/06/2024;75.60%;75.60%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;LIDIANOPOLIS;LIDIANOPOLIS;628.000,00;;  ;  ;;R$ 628.000,00;21/10/2024;70.01%;70.01%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;LIDIANOPOLIS;LIDIANOPOLIS;3.569.619,20;;  ;  ;;R$ 3.569.619,20;22/01/2025;68.60%;68.60%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;LINDOESTE;LINDOESTE;653.000,00;;  ;  ;;R$ 653.000,00;18/04/2024;59.57%;59.57%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;LINDOESTE;LINDOESTE;5.000.000,00;;  ;  ;;R$ 5.000.000,00;24/02/2025;23.87%;23.87%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;LUNARDELLI;LUNARDELLI;5.000.000,00;;  ;  ;;R$ 5.000.000,00;01/04/2025;57.57%;57.57%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;LUPIONOPOLIS;LUPIONOPOLIS;5.000.000,00;;  ;  ;;R$ 5.000.000,00;22/11/2024;55.23%;55.23%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;MANFRINOPOLIS;MANFRINOPOLIS;5.000.000,00;;  ;  ;;R$ 5.000.000,00;19/02/2025;78.23%;78.23%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;MARIA HELENA;MARIA HELENA;774.000,00;;  ;  ;;R$ 774.000,00;25/04/2024;18.41%;18.41%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;MARIA HELENA;MARIA HELENA;5.000.000,00;;  ;  ;;R$ 5.000.000,00;20/03/2025;89.69%;89.69%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;MARIOPOLIS;MARIOPOLIS;842.000,00;;  ;  ;;R$ 842.000,00;12/11/2024;70.07%;70.07%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;MARIOPOLIS;MARIOPOLIS;4.474.400,00;;  ;  ;;R$ 4.474.400,00;09/09/2024;90.99%;90.99%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;MARIPA;MARIPA;1.289.000,00;;  ;  ;;R$ 1.289.000,00;16/04/2025;41.66%;41.66%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;MARIPA;MARIPA;5.000.000,00;;  ;  ;;R$ 5.000.000,00;30/09/2024;67.76%;67.76%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;MARQUINHO;MARQUINHO;5.000.000,00;;  ;  ;;R$ 5.000.000,00;18/11/2024;49.24%;49.24%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;MATO RICO;MATO RICO;5.000.000,00;;  ;  ;;R$ 5.000.000,00;31/10/2024;5.22%;5.22%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;MIRASELVA;MIRASELVA;4.910.428,93;;  ;  ;;R$ 4.910.428,93;22/04/2025;66.50%;66.50%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;MUNHOZ DE MELLO;MUNHOZ DE MELLO;911.200,00;;  ;  ;;R$ 911.200,00;11/02/2025;84.31%;84.31%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;NOSSA SENHORA DAS GRACAS;NOSSA SENHORA DAS GRACAS;642.000,00;;  ;  ;;R$ 642.000,00;28/11/2024;72.07%;72.07%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;NOSSA SENHORA DAS GRACAS;NOSSA SENHORA DAS GRACAS;5.000.000,00;;  ;  ;;R$ 5.000.000,00;28/03/2025;35.24%;35.24%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;NOVA ALIANCA DO IVAI;NOVA ALIANCA DO IVAI;177.000,00;;  ;  ;;R$ 177.000,00;14/04/2025;32.86%;32.86%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;NOVA ALIANCA DO IVAI;NOVA ALIANCA DO IVAI;5.000.000,00;;  ;  ;;R$ 5.000.000,00;31/07/2024;100.00%;100.00%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;NOVA AMERICA DA COLINA;NOVA AMERICA DA COLINA;468.000,00;;  ;  ;;R$ 468.000,00;29/04/2024;72.32%;72.32%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;NOVA AMERICA DA COLINA;NOVA AMERICA DA COLINA;1.373.600,00;;  ;  ;;R$ 1.373.600,00;11/04/2025;64.09%;64.09%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;NOVA ESPERANCA DO SUDOESTE;NOVA ESPERANCA DO SUDOESTE;201.000,00;;  ;  ;;R$ 201.000,00;02/02/2024;47.97%;47.97%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;NOVA ESPERANCA DO SUDOESTE;NOVA ESPERANCA DO SUDOESTE;680.000,00;;  ;  ;;R$ 680.000,00;30/10/2024;74.87%;74.87%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;NOVA SANTA BARBARA;NOVA SANTA BARBARA;617.000,00;;  ;  ;;R$ 617.000,00;28/05/2024;51.49%;51.49%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;NOVA SANTA BARBARA;NOVA SANTA BARBARA;707.200,00;;  ;  ;;R$ 707.200,00;12/11/2024;82.22%;82.22%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;OURIZONA;OURIZONA;432.000,00;;  ;  ;;R$ 432.000,00;07/10/2024;74.32%;74.32%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;OURIZONA;OURIZONA;5.000.000,00;;  ;  ;;R$ 5.000.000,00;23/01/2025;89.31%;89.31%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;PARANAPOEMA;PARANAPOEMA;4.950.400,00;;  ;  ;;R$ 4.950.400,00;31/03/2025;53.36%;53.36%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;PARANAPOEMA;PARANAPOEMA;416.000,00;;  ;  ;;R$ 416.000,00;16/10/2024;54.72%;54.72%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;PAULA FREITAS;PAULA FREITAS;5.000.000,00;;  ;  ;;R$ 5.000.000,00;16/01/2025;66.27%;66.27%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;PAULA FREITAS;PAULA FREITAS;631.000,00;;  ;  ;;R$ 631.000,00;16/07/2024;71.14%;71.14%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;PAULO FRONTIN;PAULO FRONTIN;5.000.000,00;;  ;  ;;R$ 5.000.000,00;05/02/2025;85.43%;85.43%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;PINHALAO;PINHALAO;4.661.172,08;;  ;  ;;R$ 4.661.172,08;25/11/2024;56.40%;56.40%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;PORTO BARREIRO;PORTO BARREIRO;5.000.000,00;;  ;  ;;R$ 5.000.000,00;06/05/2025;47.92%;47.92%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;PORTO VITORIA;PORTO VITORIA;558.000,00;;  ;  ;;R$ 558.000,00;10/06/2024;86.83%;86.83%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;PORTO VITORIA;PORTO VITORIA;4.760.924,80;;  ;  ;;R$ 4.760.924,80;18/03/2025;45.07%;45.07%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;PRANCHITA;PRANCHITA;5.000.000,00;;  ;  ;;R$ 5.000.000,00;05/02/2025;71.97%;71.97%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;QUARTO CENTENARIO;QUARTO CENTENARIO;1.428.000,00;;  ;  ;;R$ 1.428.000,00;07/03/2025;32.93%;32.93%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;QUINTA DO SOL;QUINTA DO SOL;736.000,00;;  ;  ;;R$ 736.000,00;04/11/2024;3.36%;3.36%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;RAMILANDIA;RAMILANDIA;5.000.000,00;;  ;  ;;R$ 5.000.000,00;18/03/2025;31.59%;31.59%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;RANCHO ALEGRE;RANCHO ALEGRE;1.444.469,60;;  ;  ;;R$ 1.444.469,60;20/08/2024;41.07%;41.07%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;RANCHO ALEGRE;RANCHO ALEGRE;613.000,00;;  ;  ;;R$ 613.000,00;27/06/2024;80.77%;80.77%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;RANCHO ALEGRE DO OESTE;RANCHO ALEGRE DO OESTE;1.890.400,00;;  ;  ;;R$ 1.890.400,00;08/05/2025;49.50%;49.50%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;RENASCENCA;RENASCENCA;5.000.000,00;;  ;  ;;R$ 5.000.000,00;09/05/2025;89.88%;89.88%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;SANTA CECILIA DO PAVAO;SANTA CECILIA DO PAVAO;620.000,00;; -   ; -   ;;R$ 620.000,00;01/10/2024;87.27%;87.27%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;SANTA INES;SANTA INES;3.706.555,24;;  ;  ;;R$ 3.706.555,24;11/11/2024;87.66%;87.66%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;SANTA LUCIA;SANTA LUCIA;624.000,00;;  ;  ;;R$ 624.000,00;04/06/2025;43.83%;43.83%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;SANTA LUCIA;SANTA LUCIA;5.000.000,00;;  ;  ;;R$ 5.000.000,00;31/07/2024;42.95%;42.95%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;SANTANA DO ITARARE;SANTANA DO ITARARE;5.000.000,00;;  ;  ;;R$ 5.000.000,00;05/02/2025;33.29%;33.29%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;SANTO ANTONIO DO PARAISO;SANTO ANTONIO DO PARAISO;3.549.600,00;;  ;  ;;R$ 3.549.600,00;22/11/2024;35.11%;35.11%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;SANTO INACIO;SANTO INACIO;1.008.000,00;;  ;  ;;R$ 1.008.000,00;28/03/2025;32.51%;32.51%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;SANTO INACIO;SANTO INACIO;5.000.000,00;;  ;  ;;R$ 5.000.000,00;10/02/2025;100.00%;100.00%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;SAO CARLOS DO IVAI;SAO CARLOS DO IVAI;5.000.000,00;;  ;  ;;R$ 5.000.000,00;28/02/2025;45.41%;45.41%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;SAO CARLOS DO IVAI;SAO CARLOS DO IVAI;1.265.000,00;;  ;  ;;R$ 1.265.000,00;21/02/2025;96.68%;96.68%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;SAO JOSE DA BOA VISTA;SAO JOSE DA BOA VISTA;133.000,00;;  ;  ;;R$ 133.000,00;10/04/2025;89.96%;89.96%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;SAO JOSE DA BOA VISTA;SAO JOSE DA BOA VISTA;5.000.000,00;;  ;  ;;R$ 5.000.000,00;18/11/2024;74.62%;74.62%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;SAO JOSE DAS PALMEIRAS;SAO JOSE DAS PALMEIRAS;468.000,00;;  ;  ;;R$ 468.000,00;19/06/2024;21.37%;21.37%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;SAO MANOEL DO PARANA;SAO MANOEL DO PARANA;3.304.800,00;;  ;  ;;R$ 3.304.800,00;17/02/2025;63.32%;63.32%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;SAO PEDRO DO IGUACU;SAO PEDRO DO IGUACU;5.000.000,00;;  ;  ;;R$ 5.000.000,00;28/02/2025;19.31%;19.31%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;SAO PEDRO DO PARANA;SAO PEDRO DO PARANA;550.000,00;;  ;  ;;R$ 550.000,00;25/04/2024;100.00%;100.00%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;SAO TOME;SAO TOME;751.000,00;;  ;  ;;R$ 751.000,00;26/08/2024;100.00%;100.00%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;SAO TOME;SAO TOME;1.319.200,00;;  ;  ;;R$ 1.319.200,00;17/03/2025;87.42%;87.42%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;SAPOPEMA;SAPOPEMA;730.000,00;;  ;  ;;R$ 730.000,00;24/06/2024;55.89%;55.89%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;SAUDADE DO IGUACU;SAUDADE DO IGUACU;5.000.000,00;;  ;  ;;R$ 5.000.000,00;31/03/2025;65.83%;65.83%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;SERTANEJA;SERTANEJA;2.571.147,60;;  ;  ;;R$ 2.571.147,60;12/02/2025;90.81%;90.81%;500;Em Execução;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;SULINA;SULINA;371.000,00;;  ;  ;;R$ 371.000,00;26/06/2024;67.97%;67.97%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;SULINA;SULINA;5.000.000,00;;  ;  ;;R$ 5.000.000,00;12/05/2025;49.84%;49.84%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;VIRMOND;VIRMOND;5.000.000,00;;  ;  ;;R$ 5.000.000,00;23/05/2025;54.20%;54.20%;500;Em Execução;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;VITORINO;VITORINO;4.794.557,60;;  ;  ;;R$ 4.794.557,60;22/10/2024;59.38%;59.38%;500;Em Execução;
