SETORES;ÓRGÃO;FUNÇÃO;PROJETO;MUNICÍPIO;MUNICÍPIOS BENEFICIADOS;VALOR TOTAL DO PROJETO;ORÇAMENTO DISPONIBILIZADO;VALOR EMPENHADO;VALOR LIQUIDADO;VALOR PAGO;SALDO;DATA DO REPASSE;EXECUÇÃO FÍSICA;EXECUÇÃO FINANCEIRA;NÚMERO DA FONTE;STATUS;OBSERVAÇÃO
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Itaúna do Sul;Itaúna do Sul; 5.000.000,00 ; -   ; -   ;; 1.230.171,53 ; 3.769.828,47 ;18/09/2024;24,60%;24,60%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Ivatuba;Ivatuba; 452.000,00 ; -   ; -   ;; 364.900,00 ; 87.100,00 ;25/03/2024;80,73%;80,73%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Ivatuba;Ivatuba; 5.000.000,00 ; -   ; -   ;; 802.221,16 ; 4.197.778,84 ;21/11/2024;16,04%;16,04%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Jaboti;Jaboti; 664.000,00 ; -   ; -   ;; 485.663,23 ; 178.336,77 ;21/06/2024;73,14%;73,14%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Janiópolis;Janiópolis; 1.095.000,00 ; -   ; -   ;; 747.533,70 ; 347.466,30 ;11/11/2024;68,27%;68,27%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Japira;Japira; 5.000.000,00 ; -   ; -   ;; 221.210,99 ; 4.778.789,01 ;25/10/2024;4,42%;4,42%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Jundiaí do Sul;Jundiaí do Sul; 426.000,00 ; -   ; -   ;; 322.049,00 ; 103.951,00 ;10/06/2024;75,60%;75,60%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Jundiaí do Sul;Jundiaí do Sul; 5.000.000,00 ; -   ; -   ;; 3.058.926,73 ; 1.941.073,27 ;21/11/2024;61,18%;61,18%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Lidianópolis;Lidianópolis; 628.000,00 ; -   ; -   ;; 439.650,38 ; 188.349,62 ;21/10/2024;70,01%;70,01%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Lidianópolis;Lidianópolis; 3.569.619,20 ; -   ; -   ;; 1.312.404,95 ; 2.257.214,25 ;22/01/2025;36,77%;36,77%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Lindoeste;Lindoeste; 653.000,00 ; -   ; -   ;; 389.000,00 ; 264.000,00 ;18/04/2024;59,57%;59,57%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Lindoeste;Lindoeste; 5.000.000,00 ; -   ; -   ;; 1.193.640,62 ; 3.806.359,38 ;31/10/2024;23,87%;23,87%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Lunardelli;Lunardelli; 5.000.000,00 ; -   ; -   ;; 1.493.269,76 ; 3.506.730,24 ;03/02/2025;29,87%;29,87%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Lupionópolis;Lupionópolis; 5.000.000,00 ; -   ; -   ;; 1.706.744,10 ; 3.293.255,90 ;22/11/2024;34,13%;34,13%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Manfrinópolis;Manfrinópolis; 5.000.000,00 ; -   ; -   ;; 3.201.362,28 ; 1.798.637,72 ;29/01/2025;64,03%;64,03%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Maria Helena;Maria Helena; 774.000,00 ; -   ; -   ;; 142.500,00 ; 631.500,00 ;25/04/2024;18,41%;18,41%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Maria Helena;Maria Helena; 5.000.000,00 ; -   ; -   ;; 4.484.531,90 ; 515.468,10 ;07/11/2024;89,69%;89,69%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Mariópolis;Mariópolis; 842.000,00 ; -   ; -   ;; 589.999,99 ; 252.000,01 ;12/11/2024;70,07%;70,07%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Mariópolis;Mariópolis; 4.474.400,00 ; -   ; -   ;; 4.071.252,88 ; 403.147,12 ;09/09/2024;90,99%;90,99%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Maripá;Maripá; 1.289.000,00 ; -   ; -   ;; 873.367,34 ; 415.632,66 ;30/09/2024;67,76%;67,76%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Maripá;Maripá; 5.000.000,00 ; -   ; -   ;; 1.775.108,58 ; 3.224.891,42 ;20/01/2025;35,50%;35,50%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Marquinho;Marquinho; 5.000.000,00 ; -   ; -   ;; 2.461.928,08 ; 2.538.071,92 ;18/11/2024;49,24%;49,24%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Mato Rico;Mato Rico; 5.000.000,00 ; -   ; -   ;; 260.962,77 ; 4.739.037,23 ;31/10/2024;5,22%;5,22%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Miraselva;Miraselva; 4.910.428,93 ; -   ; -   ;; 2.247.228,60 ; 2.663.200,33 ;26/02/2025;45,76%;45,76%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Munhoz de Melo;Munhoz de Melo; 911.200,00 ; -   ; -   ;; 420.740,36 ; 490.459,64 ;11/02/2025;46,17%;46,17%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Nossa Senhora das Graças;Nossa Senhora das Graças; 642.000,00 ; -   ; -   ;; 462.697,60 ; 179.302,40 ;28/11/2024;72,07%;72,07%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Nossa Senhora das Graças;Nossa Senhora das Graças; 5.000.000,00 ; -   ; -   ;; 1.559.564,76 ; 3.440.435,24 ;17/01/2025;31,19%;31,19%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Nova Aliança do Ivaí;Nova Aliança do Ivaí; 177.000,00 ; -   ; -   ;; 177.000,00 ; -   ;31/07/2024;100,00%;100,00%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Nova Aliança do Ivaí;Nova Aliança do Ivaí; 5.000.000,00 ; -   ; -   ;; 1.170.471,81 ; 3.829.528,19 ;22/11/2024;23,41%;23,41%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Nova América da Colina;Nova América da Colina; 468.000,00 ; -   ; -   ;; 338.449,70 ; 129.550,30 ;29/04/2024;72,32%;72,32%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Nova América da Colina;Nova América da Colina; 1.373.600,00 ; -   ; -   ;; 820.074,82 ; 553.525,18 ;08/08/2024;59,70%;59,70%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Nova Esperança do Sudoeste;Nova Esperança do Sudoeste; 201.000,00 ; -   ; -   ;; 96.425,00 ; 104.575,00 ;02/02/2024;47,97%;47,97%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Nova Esperança do Sudoeste;Nova Esperança do Sudoeste; 680.000,00 ; -   ; -   ;; 509.141,16 ; 170.858,84 ;30/10/2024;74,87%;74,87%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Nova Santa Bárbara;Nova Santa Bárbara; 617.000,00 ; -   ; -   ;; 317.706,19 ; 299.293,81 ;28/05/2024;51,49%;51,49%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Nova Santa Bárbara;Nova Santa Bárbara; 707.200,00 ; -   ; -   ;; 581.458,70 ; 125.741,30 ;12/11/2024;82,22%;82,22%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Ourizona;Ourizona; 432.000,00 ; -   ; -   ;; 321.080,00 ; 110.920,00 ;07/10/2024;74,32%;74,32%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Ourizona;Ourizona; 5.000.000,00 ; -   ; -   ;; 4.465.692,66 ; 534.307,34 ;23/01/2025;89,31%;89,31%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Paranapoema;Paranapoema; 416.000,00 ; -   ; -   ;; 227.650,50 ; 188.349,50 ;16/10/2024;54,72%;54,72%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Paranapoema;Paranapoema; 4.950.400,00 ; -   ; -   ;; 2.641.312,50 ; 2.309.087,50 ;16/09/2024;53,36%;53,36%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Paula Freitas;Paula Freitas; 631.000,00 ; -   ; -   ;; 448.900,00 ; 182.100,00 ;16/07/2024;71,14%;71,14%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Paula Freitas;Paula Freitas; 5.000.000,00 ; -   ; -   ;; 3.313.399,97 ; 1.686.600,03 ;16/01/2025;66,27%;66,27%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Paulo Frontin;Paulo Frontin; 5.000.000,00 ; -   ; -   ;; 3.262.871,24 ; 1.737.128,76 ;01/11/2024;65,26%;65,26%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Pinhalão;Pinhalão; 4.661.172,08 ; -   ; -   ;; 2.628.928,43 ; 2.032.243,65 ;25/11/2024;56,40%;56,40%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Porto Barreiro;Porto Barreiro; 5.000.000,00 ; -   ; -   ;; 628.068,01 ; 4.371.931,99 ;06/02/2025;12,56%;12,56%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Porto Vitória;Porto Vitória; 558.000,00 ; -   ; -   ;; 484.500,00 ; 73.500,00 ;10/06/2024;86,83%;86,83%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Porto Vitória;Porto Vitória; 4.760.924,80 ; -   ; -   ;; 985.236,01 ; 3.775.688,79 ;13/12/2024;20,69%;20,69%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Pranchita;Pranchita; 5.000.000,00 ; -   ; -   ;; 2.180.158,45 ; 2.819.841,55 ;05/02/2025;43,60%;43,60%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Quarto Centenário;Quarto Centenário; 1.428.000,00 ; -   ; -   ;; 340.479,11 ; 1.087.520,89 ;22/11/2024;23,84%;23,84%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Quinta do Sol;Quinta do Sol; 736.000,00 ; -   ; -   ;; 24.706,22 ; 711.293,78 ;04/11/2024;3,36%;3,36%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Ramilândia;Ramilândia; 5.000.000,00 ; -   ; -   ;; 1.579.578,68 ; 3.420.421,32 ;23/10/2024;31,59%;31,59%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Rancho Alegre;Rancho Alegre; 613.000,00 ; -   ; -   ;; 495.100,00 ; 117.900,00 ;27/06/2024;80,77%;80,77%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Rancho Alegre;Rancho Alegre; 1.444.469,60 ; -   ; -   ;; 593.259,36 ; 851.210,24 ;20/08/2024;41,07%;41,07%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Rancho Alegre D'Oeste;Rancho Alegre D'Oeste; 1.890.400,00 ; -   ; -   ;; 935.817,25 ; 954.582,75 ;14/11/2024;49,50%;49,50%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Renascença;Renascença; 5.000.000,00 ; -   ; -   ;; 1.618.477,47 ; 3.381.522,53 ;18/12/2024;32,37%;32,37%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Santa Cecília do Pavão;Santa Cecília do Pavão; 620.000,00 ; -   ; -   ;; 541.100,00 ; 78.900,00 ;01/10/2024;87,27%;87,27%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Santa Inês;Santa Inês; 3.706.555,24 ; -   ; -   ;; 3.249.035,15 ; 457.520,09 ;11/11/2024;87,66%;87,66%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Santa Lúcia;Santa Lúcia; 624.000,00 ; -   ; -   ;; 268.000,00 ; 356.000,00 ;31/07/2024;42,95%;42,95%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Santa Lúcia;Santa Lúcia; 5.000.000,00 ; -   ; -   ;; 1.581.923,82 ; 3.418.076,18 ;18/12/2024;31,64%;31,64%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Santana do Itararé;Santana do Itararé; 5.000.000,00 ; -   ; -   ;; 947.394,11 ; 4.052.605,89 ;05/02/2025;18,95%;18,95%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Santo Antônio do Paraíso;Santo Antônio do Paraíso; 3.549.600,00 ; -   ; -   ;; 1.246.279,63 ; 2.303.320,37 ;22/11/2024;35,11%;35,11%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Santo Inácio;Santo Inácio; 1.008.000,00 ; -   ; -   ;; 45.173,68 ; 962.826,32 ;10/02/2025;4,48%;4,48%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Santo Inácio;Santo Inácio; 5.000.000,00 ; -   ; -   ;; 524.440,76 ; 4.475.559,24 ;26/11/2024;10,49%;10,49%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;São Carlos do Ivaí;São Carlos do Ivaí; 1.265.000,00 ; -   ; -   ;; 653.271,56 ; 611.728,44 ;21/02/2025;51,64%;51,64%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;São Carlos do Ivaí;São Carlos do Ivaí; 5.000.000,00 ; -   ; -   ;; 2.270.431,83 ; 2.729.568,17 ;19/08/2024;45,41%;45,41%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;São José da Boa Vista;São José da Boa Vista; 133.000,00 ; -   ; -   ;; 99.238,00 ; 33.762,00 ;18/11/2024;74,62%;74,62%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;São José da Boa Vista;São José da Boa Vista; 5.000.000,00 ; -   ; -   ;; 4.498.217,00 ; 501.783,00 ;23/09/2024;89,96%;89,96%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;São José das Palmeiras;São José das Palmeiras; 468.000,00 ; -   ; -   ;; 100.000,00 ; 368.000,00 ;19/06/2024;21,37%;21,37%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;São Manoel do Paraná;São Manoel do Paraná; 3.304.800,00 ; -   ; -   ;; 2.062.346,96 ; 1.242.453,04 ;17/02/2025;62,40%;62,40%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;São Pedro do Iguaçu;São Pedro do Iguaçu; 5.000.000,00 ; -   ; -   ;; 131.664,30 ; 4.868.335,70 ;25/11/2024;2,63%;2,63%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;São Pedro do Paraná;São Pedro do Paraná; 550.000,00 ; -   ; -   ;; 550.000,00 ; -   ;25/04/2024;100,00%;100,00%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;São Tomé;São Tomé; 751.000,00 ; -   ; -   ;; 750.998,00 ; 2,00 ;26/08/2024;100,00%;100,00%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;São Tomé;São Tomé; 1.319.200,00 ; -   ; -   ;; 1.153.239,55 ; 165.960,45 ;15/10/2024;87,42%;87,42%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Sapopema;Sapopema; 730.000,00 ; -   ; -   ;; 408.000,00 ; 322.000,00 ;24/06/2024;55,89%;55,89%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Saudade do Iguaçu;Saudade do Iguaçu; 5.000.000,00 ; -   ; -   ;; 3.145.621,56 ; 1.854.378,44 ;31/01/2025;62,91%;62,91%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Sertaneja;Sertaneja; 2.571.147,60 ; -   ; -   ;; 2.169.672,46 ; 401.475,14 ;12/02/2025;84,39%;84,39%;500;;
Cidades;SECID;15;ILUMINAÇÃO PÚBLICA;Sulina;Sulina; 371.000,00 ; -   ; -   ;; 252.163,28 ; 118.836,72 ;26/06/2024;67,97%;67,97%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Sulina;Sulina; 5.000.000,00 ; -   ; -   ;; 1.915.551,46 ; 3.084.448,54 ;13/11/2024;38,31%;38,31%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Virmond;Virmond; 5.000.000,00 ; -   ; -   ;; 2.410.530,05 ; 2.589.469,95 ;22/11/2024;48,21%;48,21%;500;;
Cidades;SECID;15;PAVIMENTAÇÃO DE VIAS URBANAS;Vitorino;Vitorino; 4.794.557,60 ; -   ; -   ;; 2.846.970,67 ; 1.947.586,93 ;22/10/2024;59,38%;59,38%;500;;
