SETORES;ÓRGÃO;FUNÇÃO;PROJETO;MUNICÍPIO;MUNICÍPIOS BENEFICIADOS;VALOR TOTAL DO PROJETO;ORÇAMENTO DISPONIBILIZADO;VALOR EMPENHADO;VALOR LIQUIDADO;VALOR PAGO;SALDO;DATA DO REPASSE;EXECUÇÃO FÍSICA;EXECUÇÃO FINANCEIRA;NÚMERO DA FONTE;STATUS;OBSERVAÇÃO
Infraestrutura;SEIL;26;Contratação semi-integrada para elaboração do projeto executivo e execução das obras de duplicação e restauração da rodovia PR-170/PRC-466, de Pitanga a Turvo;Turvo;"Pitanga;Turvo";514230020;29793758;29793758;8256744,96;8256744,96; 505.973.275,04 ;;1,52;1,61;;Em execução;Contrato vigente até julho de 2027.
Incentivo ao Crédito;CC;4;Integralização de Capital para constituição de Fundo de Investimento nas Cadeias Produtivas Agroindustriais (FIAGRO);-;-;150000000;0;0;0;150000000; -   ;17/05/2024;100;100;755;Concluído;O capital foi integralizado no balanço da Fomento Paraná. Após o chamamento público para seleção de gestores, incluindo a fase de análise de documentos, foi finalizada a escolha da gestora que atuará em conjunto com a Fomento na constituição do Fundo.
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Goioerê;Goioerê;8905209,69;800000;800000;800000;800000; 8.105.209,69 ;;8,98;8,98;755;Em execucão;Início do contrato em: 08/07/2024. Vigente até: 26/10/2026
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Guaíra;Guaíra;8383923,59;600000;600000;472390,62;461254,73; 7.922.668,86 ;;5,5;5,5;755;Em execução;Início do contrato em: 22/07/2024. Vigente até: 26/10/2026
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Ivaiporã;Ivaiporã;8485344,87;2583000;300000;0;0; 8.485.344,87 ;;0;0;755;Em execucão;Início do contrato em: 22/07/2024. Vigente até: 26/10/2026
Infraestrutura;SECID;26;DESAPROPRIAÇÃO DO TERMINAL METROPOLITANO DE LONDRINA;LONDRINA;LONDRINA;19033024;0;19033023,4;19033023,4;19033023,4; 0,60 ;;100;100;755;Concluído;
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Loanda;Loanda;8500790,96;800000;800000;787575,96;787575,96; 7.713.215,00 ;;9,26;9,26;755;Em execucão;Início do contrato em: 11/07/2024. Vigente até: 26/10/2026
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Maringá;Maringá;0;0;0;0;0; -   ;;0;0;755;Em licitação;
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Santo Antônio do Sudoeste;Santo Antônio do Sudoeste;10424628,73;800000;800000;799571,94;786759,74; 9.637.868,99 ;;7,54;7,55;755;Em execucão;Início do contrato em: 08/07/2024. Vigente até: 26/10/2026
Habitação;SECID;16;VIVER MAIS/Casa Fácil;São Miguel do Iguaçu;São Miguel do Iguaçu;8690985,51;800000;800000;676748,09;676748,09; 8.014.237,42 ;;7,78;7,79;755;Em execucão;Início do contrato em: 23/07/2024. Vigente até: 26/10/2026
Habitação;SECID;16;VIVER MAIS/Casa Fácil;Toledo;Toledo;7267000;600000;600000;505267,41;498015,6; 6.768.984,40 ;;6,85;6,85;755;Em execucão;Início do contrato em: 22/07/2024. Vigente até: 22/07/2026
Infraestrutura;SESP;6;Auto Bomba Tanque e Resgate;Curitiba;"Curitiba; Rio Negro; Fazenda Rio Grande; Campo Largo; Londrina; Paranaguá; Maringá; Ponta Grossa; Foz do Iguaçu; Cascavel; Palmas; Guaíra; Altônia; Campina Grande do Sul; Santa Helena";17549730;0;17549730;17549730;17549730; -   ;;0;100;755;Concluído;Veículos entregues, em processo de pagamento
Infraestrutura;SESP;6;Centro de Treinamento Guatupê;São José dos Pinhais;São José dos Pinhais;264094;264.094,00;0;0;0; 264.094,00 ;;0;0;755;Em licitação;Em elaboração de anteprojetos
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Assis Chateaubriand;Assis Chateaubriand;Assis Chateaubriand;3306132,84;600000;0;0;0; 3.306.132,84 ;;0;0;755;Em licitação;Concorrência Eletrônica nº 90244/2024-GMS abertura da sessão pública em 15/08/2025
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Campo Mourão;Campo Mourão;Campo Mourão;6992059,32;1.000.000,00;300.000,00;0;0; 6.992.059,32 ;jun./25;0;0;755;Em projeto;Obra a iniciar, aguarda definição da data da Ordem de Serviço na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Paranavaí;Paranavaí;Paranavaí;7371203,34;1.050.000,00;504.033,54;0;0; 7.371.203,34 ;jun./25;0;0;755;Em projeto;Obra a iniciar, aguarda definição da data da Ordem de Serviço na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Piraquara;Piraquara;Piraquara;7344654,58;1.050.000,00;777.705,51;0;0; 7.344.654,58 ;jun./25;0;0;755;Em projeto;Obra a iniciar, aguarda definição da data da Ordem de Serviço na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Delegacia Cidadã de Ponta Grossa;Ponta Grossa;Ponta Grossa;2400000;145.690,89;0;0;0; 2.400.000,00 ;;0;0;755;Em licitação;Contrato de implantação de projetos em finalização na SECID
Infraestrutura;SESP;6;Construção da Delegacia Cidadã em Sertanópolis;Sertanopólis;;3000000;500.000,00;0;0;0; 3.000.000,00 ;;0;0;755;Em projeto;Em elaboração de anteprojetos
Infraestrutura;SESP;6;Construção da Delegacia Cidadã Padrão I no município de Pontal do Paraná;Pontal do Paraná;;3849559,29;600000;512291,37;0;0; 3.849.559,29 ;jun./25;0;0;755;Em projeto;Obra a iniciar, aguarda definição da data da Ordem de Serviço na Secretaria de Estado das Cidades
Infraestrutura;SESP;6;Construção da Penitenciária Feminina no município de Goioerê.;Goioerê;;30000000;1.000.000,00;0;0;0; 30.000.000,00 ;;0;0;755;Em projeto;Em elaboração de anteprojetos
Infraestrutura;SESP;6;Construção da sede da 4ª Cia. do Batalhão de Polícia Ambiental - Força Verde, no município de Guarapuava.;Guarapuava;Guarapuava;6107605,78;0;0;0;0; 6.107.605,78 ;;0;0;755;Em licitação;Minuta do Edital de Licitação em análise na PGE
Infraestrutura;SESP;6;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais;São José dos Pinhais;;51430980,93;17341565;13150887,17;7422507,89;7257286,44; 44.173.694,49 ;jun./25;56;14,11;755;Em execução;Obra em execução
Infraestrutura;SESP;6;Harpya;Curitiba;;30046999,43;30.046.999,43;30.046.999,43;29.253.706,46;29.253.706,46; 793.292,97 ;;0;97,36;755;Concluído;Produto entregue, aguardando adaptações
Infraestrutura;SESP;6;Laboratório de Química Forense Agro;"Cascavel; Maringá";;15200000;590.000,00;5.039.600,00;0;0; 15.200.000,00 ;;0;0;755;Em execução;"R$5.039.600,00 empenhados; R$4.700.000,00 em processo de contratação"
Infraestrutura;SESP;6;Paraná Blindado;Curitiba;;22645216,92;0;0;0;0; 22.645.216,92 ;;0;0;755;Em planejamento;Em formalização de contrato
Infraestrutura;SESP;6;Patrulha Costeira;Paranaguá;;2214039,68;2214039,68;2214039,68;2214039,68;2.214.039,68; -   ;;0;100;755;Concluído;Produto entergue
Infraestrutura;SESP;6;Reforma do Bloco de Salas de Aula da 1ª Escola de Formação, Aperfeiçoamento e Especialização de Praças, no município de São José dos Pinhais.;São José dos Pinhais;;3800000;0;0;0;0; 3.800.000,00 ;;0;0;755;Em licitação;Em elaboração de projetos
Infraestrutura;SESP;6;Reforma do Bloco II da Academia Policial Militar do Guatupê em São José dos Pinhais.;São José dos Pinhais;;5629996,24;0;0;0;0; 5.629.996,24 ;;0;0;755;Em licitação;Licitação homologada em 28/07/2025
Infraestrutura;SESP;6;Reforma e ampliação da sede da 11ª CIPM no município de Cambé;Cambé;Cambé;2113000;R$ 1.200.000,00;1967330,94;1200748,66;1200748,66; 912.251,34 ;13/12/2024;57;56,83;755;Em execução;Obra em execução
Infraestrutura;SESA;10;Complexo Silvio Santos;Curitiba;;1424928,97;0;0;0;0; 1.424.928,97 ;;0;0;755;Em planejamento;
Infraestrutura;SEPL;19;Construção do Centro de Tecnologia do Estado do Paraná - Fábrica de Ideias;Curitiba;;335264442;0;0;0;0; 335.264.442,00 ;;0;0;755;Em licitação;Procedimento licitatório em curso
Educação;SEED;12;Bairro Fraron — unidade nova;Pato Branco;Pato Branco;18618000;11.000.000,00;11000000;0;0; 18.618.000,00 ;;0;0;755;Em execução;
Educação;SEED;12;Domingos FCO Zardo, C E-EF M — unidade nova;Palotina;Palotina;27477000;26.977.000,00;26977000;0;0; 27.477.000,00 ;;5,33;0;755;Em execução;
Educação;SEED;12;Iolando Taques Fonseca, E E Prof-EF — unidade nova;Ponta Grossa;Ponta Grossa;23272000;15000000;15000000;0;0; 23.272.000,00 ;;1,73;0;755;Em execução;
Educação;SEED;12;Mireille M F Z Machado, C E C-M PR-EF M — unidade nova;Mandirituba;Mandirituba;13272945,32;10568504;10568503,81;2949820,14;6177654,25; 7.095.291,07 ;05/06/2025;0;46,54;755;Indefinido;
Educação;SEED;12;"Moradias Monteiro Lobato C E-EF M — 08 salas de aula; 01 bloco de sanitários; 01 pátio coberto; 01 laboratório de informática; 01 refeitório; 01 sala multiuso; 01 casa do permissionário.";Curitiba;Curitiba;4646819,08;4414342;4414341,36;744550,42;2102384,42; 2.544.434,66 ;02/06/2025;58,4;45,24;755;Em execução;
Educação;SEED;12;"Nirlei Medeiros C E-EF M PROFIS — 07 salas de aula; 01 laboratório de informática; 01 bloco de sanitários; 01 refeitório (ampliar existente); 01 sala multiuso; 01 depósito de merenda.";Curitiba;Curitiba;5014316,45;5014317;5014316,45;0;2437691,85; 2.576.624,60 ;11/06/2025;68,05;48,61;755;Em execução;
Educação;SEED;12;Pinheiro do Paraná C E-EF M PROFIS — 04 salas de aula;Curitiba;Curitiba;3031292,89;2799009;2799008,3;1428330,08;2415980,97; 615.311,92 ;16/06/2025;80,78;79,7;755;Em execução;
Educação;SEED;12;UNIDADE NOVA ESCOLAR JARDIM MADRID 2024;Curitiba;Curitiba;24889925,62;4949908;0;0;0; 24.889.925,62 ;;0;0;755;Indefinido;
Educação;SEED;12;UNIDADE NOVA ESCOLAR JARDIM MADRID 2025;Curitiba;Curitiba;24889925,62;600000;600000;575855,91;0; 24.889.925,62 ;;0;0;755;Indefinido;
Infraestrutura;SESP;6;Reforma e ampliação da sede da 11ª CIPM no município de Cambé;Cambé;Cambé;2113000;R$ 1.200.000,00;1967330,94;1200748,66;1200748,66; 912.251,34 ;13/12/2024;57;56,83;755;Em execução;Obra em execução
